"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"SYNJ2BP"	"MITOCHONDRION"	"Mitochondria"	NA	"Uncertain"	"cell surface; integral component of mitochondrial outer membrane; mitochondrion"	" Mitochondrion outer membrane {ECO:0000250}"	"overlaps 9"	323	"MITOCHONDRION"	1	"SYNJ2BP"	"-"	1	1	1	1	10	20	50	58	46	12	"-"	1	1	1	1	1	1	1	200	1	1	1	NA	1	18	1	1	92	92	NA	1	66	34	NA	17	71	12	NA	1	61	39	NA	1	1	1	1	NA	1	1	1	NA	82	18	NA	1	1	100	NA	1	9	24	67
"GTPBP3"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrion; nucleus"	" Mitochondrion {ECO:0000269|PubMed:12370316}"	"overlaps 6"	392	"MITOCHONDRION"	1	"GTPBP3"	"-"	1	8	4	8	8	18	52	56	48	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	68	32	NA	13	34	53	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	87	13	NA	1	1	1	1
"HSD17B8"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial envelope; mitochondrial matrix; plasma membrane"	" Mitochondrion matrix {ECO:0000269|PubMed:19571038}"	"overlaps 8"	392	"MITOCHONDRION"	1	"HSD17B8"	"-"	1	4	6	4	6	20	50	56	48	6	"-"	1	1	1	1	1	1	1	36	100	42	22	NA	1	1	1	1	1	1	NA	8	1	92	NA	78	18	4	NA	1	24	76	NA	1	1	1	1	NA	1	1	1	NA	91	9	NA	1	3	97	NA	1	1	16	84
"SARS2"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial matrix; mitochondrion"	" Mitochondrion matrix {ECO:0000250}"	"overlaps 9"	392	"MITOCHONDRION"	1	"SARS2"	"-"	1	6	8	4	8	18	52	54	46	6	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	56	1	1	44	96	NA	8	77	15	NA	89	10	1	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	98	2	NA	1	1	100	NA	1	1	1	100
"SPRYD4"	"MITOCHONDRION"	"Nucleus but not nucleoli"	NA	"Uncertain"	"mitochondrion; nucleus"	NA	"overlaps 9"	392	"MITOCHONDRION"	1	"SPRYD4"	"-"	1	6	6	4	6	20	52	56	46	4	"-"	1	1	1	1	1	1	1	70	1	122	8	NA	1	1	1	1	1	1	NA	8	43	50	NA	1	88	11	NA	1	3	97	NA	1	1	1	1	NA	100	1	1	NA	92	8	NA	1	1	100	NA	1	1	1	99
"ACOT13"	"MITOCHONDRION"	"Cell Junctions"	"Nucleus but not nucleoli"	"Supportive"	"cytoskeleton; extracellular vesicular exosome; mitochondrion; nucleus"	" Cytoplasm cytosol {ECO:0000250} Mitochondrion {ECO:0000250} Nucleus {ECO:0000250} Cytoplasm cytoskeleton spindle {ECO:0000250} Note=During interphase found both in the nucleus and in the cytoplasm At mitosis localizes to the spindle Colocalizes with tubulin (By similarity) {ECO:0000250}"	"overlaps 11"	404	"MITOCHONDRION"	1	"ACOT13"	"-"	1	4	6	4	6	22	60	46	48	4	"-"	1	1	1	1	1	1	1	78	1	122	1	NA	1	40	1	14	10	136	NA	1	22	78	NA	17	59	24	NA	2	11	88	NA	100	1	1	1	NA	37	14	49	NA	69	31	NA	16	3	81	NA	12	1	1	87
"GCAT"	"MITOCHONDRION"	"Nucleus but not nucleoli"	"Mitochondria"	"Supportive"	"mitochondrion; nucleus"	" Mitochondrion {ECO:0000250} Nucleus {ECO:0000269|PubMed:17688197} Note=Translocates to the nucleus upon cold and osmotic stress"	"overlaps 4"	404	"MITOCHONDRION"	1	"GCAT"	"-"	1	6	8	4	6	18	58	44	54	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	40	1	1	26	132	NA	1	1	1	NA	76	14	10	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	1
"GCDH"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrial inner membrane; mitochondrial matrix; mitochondrion"	" Mitochondrion matrix"	"overlaps 8"	404	"MITOCHONDRION"	1	"GCDH"	"-"	1	4	6	4	6	20	56	46	52	6	"-"	1	1	1	1	1	1	6	50	86	42	16	NA	1	1	1	1	1	1	NA	5	65	30	NA	1	79	20	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	100
"NUBPL"	"MITOCHONDRION"	"Mitochondria"	"Nucleoli"	"Supportive"	"mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:19752196}"	"overlaps 3"	404	"MITOCHONDRION"	1	"NUBPL"	"-"	1	1	4	1	8	22	60	46	52	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	52	39	9	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"CHCHD4"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrial intermembrane space"	" Mitochondrion intermembrane space {ECO:0000269|PubMed:16185709 ECO:0000269|PubMed:23186364}"	"overlaps 6"	528	"MITOCHONDRION"	1	"CHCHD4"	"-"	4	1	1	1	6	22	78	36	34	12	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	39	61	NA	1	63	35	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	65	35	NA	1	1	100	NA	1	1	1	1
"DIRAS2"	"MITOCHONDRION"	NA	NA	NA	"plasma membrane"	" Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}"	"overlaps 1"	528	"MITOCHONDRION"	1	"DIRAS2"	"-"	1	4	1	1	6	20	80	44	34	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"MGST3"	"MITOCHONDRION"	"Nucleus"	NA	"Uncertain"	"endoplasmic reticulum membrane; extracellular vesicular exosome; integral component of membrane; intracellular membrane-bounded organelle; membrane; nuclear envelope"	" Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305} Microsome membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305} Microsome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}"	"overlaps 9"	528	"MITOCHONDRION"	1	"MGST3"	"-"	1	1	1	1	6	18	80	40	36	10	"-"	1	1	1	1	1	1	1	200	1	1	1	NA	1	1	1	1	1	1	NA	1	98	2	NA	21	70	9	NA	1	1	1	NA	32	47	21	1	NA	1	67	33	NA	20	80	NA	7	8	85	NA	1	23	41	36
"SLC25A12"	"MITOCHONDRION"	"Nucleus but not nucleoli"	"Cytoplasm"	"Uncertain"	"integral component of membrane; mitochondrial inner membrane; mitochondrion"	" Mitochondrion inner membrane {ECO:0000269|PubMed:9722566}; Multi-pass membrane protein {ECO:0000269|PubMed:9722566}"	"overlaps 9"	528	"MITOCHONDRION"	1	"SLC25A12"	"-"	1	4	6	4	4	20	78	34	32	16	"-"	1	1	1	1	1	1	94	1	88	16	1	NA	1	36	1	4	32	126	NA	1	86	14	NA	16	59	24	NA	1	1	1	NA	1	41	39	20	NA	1	1	1	NA	1	100	NA	1	38	62	NA	1	35	32	33
"ACADSB"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"extracellular vesicular exosome; mitochondrial matrix; mitochondrion"	" Mitochondrion matrix"	"overlaps 10"	347	"MITOCHONDRION"	0.666666666666667	"ACADSB"	"-"	6	4	6	6	10	22	46	50	46	6	"-"	1	1	1	1	1	1	1	46	82	64	6	NA	1	20	1	14	82	80	NA	4	64	32	NA	1	46	52	NA	1	1	100	NA	1	1	1	1	NA	64	36	1	NA	100	1	NA	1	1	100	NA	1	1	1	100
"CPT1A"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of mitochondrial outer membrane; membrane; mitochondrial inner membrane; mitochondrial outer membrane; mitochondrion"	" Mitochondrion outer membrane {ECO:0000269|PubMed:11350182 ECO:0000269|PubMed:14517221}; Multi-pass membrane protein {ECO:0000269|PubMed:11350182 ECO:0000269|PubMed:14517221}"	"overlaps 8"	347	"MITOCHONDRION"	0.666666666666667	"CPT1A"	"-"	1	4	6	4	10	24	48	56	44	4	"-"	4	1	1	1	10	22	48	32	54	14	14	NA	1	1	1	1	1	1	NA	1	1	1	NA	20	61	18	NA	1	1	100	NA	1	1	100	1	NA	100	1	1	NA	88	12	NA	1	4	96	NA	1	1	1	1
"MFN1"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"integral component of membrane; mitochondrial outer membrane"	" Mitochondrion outer membrane {ECO:0000305|PubMed:11751411 ECO:0000305|PubMed:12759376}; Multi-pass membrane protein {ECO:0000305|PubMed:11751411 ECO:0000305|PubMed:12759376};  Isoform 2: Cytoplasm"	"overlaps 7"	347	"MITOCHONDRION"	0.666666666666667	"MFN1"	"-"	1	6	6	4	8	26	44	52	50	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	48	1	1	76	76	NA	3	28	69	NA	97	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	82	18	NA	1	1	100	NA	50	1	1	50
"PTRH2"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"cytosol; membrane; mitochondrion"	" Mitochondrion"	"overlaps 10"	347	"MITOCHONDRION"	0.666666666666667	"PTRH2"	"-"	1	1	6	4	10	26	48	50	48	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	12	12	12	74	92	NA	3	85	12	NA	8	81	11	NA	25	56	19	NA	49	35	15	1	NA	13	87	1	NA	87	13	NA	1	11	88	NA	1	9	1	91
"SLC25A17"	"PEROXISOME"	"Vesicles"	NA	"Supportive"	"integral component of peroxisomal membrane; intracellular membrane-bounded organelle; membrane; mitochondrion; peroxisomal membrane; peroxisome"	" Cytoplasm Peroxisome membrane; Multi-pass membrane protein"	"overlaps 5"	347	"MITOCHONDRION"	0.666666666666667	"SLC25A17"	"-"	1	1	4	1	8	26	48	54	52	6	"-"	1	1	1	1	1	1	12	24	28	74	62	NA	1	1	1	1	1	1	NA	1	1	100	NA	15	21	64	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	1
"IVD"	"MITOCHONDRION"	"Mitochondria"	"Nucleus but not nucleoli"	"Supportive"	"mitochondrial matrix"	" Mitochondrion matrix"	"overlaps 10"	444	"MITOCHONDRION"	0.666666666666667	"IVD"	"-"	4	4	6	4	10	16	32	62	60	1	"-"	1	1	1	1	1	1	18	36	102	28	14	NA	1	22	1	26	74	78	NA	1	23	77	NA	5	61	34	NA	2	6	92	NA	1	1	1	1	NA	24	1	76	NA	99	1	NA	1	1	100	NA	1	1	1	100
"LAP3"	"MITOCHONDRION"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; extracellular vesicular exosome; focal adhesion; mitochondrion; nucleus; trans-Golgi network"	" Cytoplasm"	"overlaps 11"	444	"MITOCHONDRION"	0.666666666666667	"LAP3"	"-"	1	6	6	4	10	14	30	62	64	1	"-"	66	1	1	1	1	1	18	34	52	6	24	NA	16	20	1	6	28	128	NA	45	49	6	NA	33	58	9	NA	89	3	8	NA	100	1	1	1	NA	26	6	69	NA	98	2	NA	86	1	14	NA	77	1	1	23
"NDUFAF5"	"MITOCHONDRION"	NA	NA	NA	"extrinsic component of mitochondrial inner membrane"	" Mitochondrion inner membrane {ECO:0000269|PubMed:18940309} Note=Peripherally localized on the matrix face of the mitochondrial inner membrane"	"overlaps 1"	444	"MITOCHONDRION"	0.666666666666667	"NDUFAF5"	"-"	4	4	10	4	12	16	28	64	58	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"NDUFAF6"	"MITOCHONDRION"	"Plasma membrane;Cytoplasm"	NA	"Uncertain"	"cytoplasm; mitochondrial inner membrane; nucleus"	" Isoform 1: Mitochondrion inner membrane Note=Peripherally localized on the matrix face of the mitochondrial inner membrane;  Isoform 2: Cytoplasm Nucleus"	"overlaps 3"	444	"MITOCHONDRION"	0.666666666666667	"NDUFAF6"	"-"	4	8	4	4	10	18	32	62	56	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	75	25	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"PEX1"	"PEROXISOME"	"Vesicles"	NA	"Supportive"	"cytoplasm; cytosol; intracellular membrane-bounded organelle; peroxisomal membrane; peroxisome"	" Cytoplasm Peroxisome membrane Note=Associated with peroxisomal membranes"	"overlaps 5"	444	"MITOCHONDRION"	0.666666666666667	"PEX1"	"-"	8	8	1	6	18	24	24	54	60	1	"-"	1	1	1	1	4	14	34	8	54	42	44	NA	1	1	116	64	14	6	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	72	28	NA	1	1	100	NA	1	1	1	1
"CLPB"	"MITOCHONDRION"	NA	NA	NA	"mitochondrion"	NA	"overlaps 9"	386	"MITOCHONDRION"	0.4	"CLPB"	"-"	1	1	1	1	10	16	36	68	56	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	46	1	1	54	98	NA	2	17	81	NA	20	54	26	NA	1	54	46	NA	1	1	1	1	NA	1	1	100	NA	19	81	NA	1	39	61	NA	1	3	26	70
"DHRS4"	"MITOCHONDRION"	"Vesicles"	"Nuclear membrane"	"Supportive"	"extracellular vesicular exosome; intracellular membrane-bounded organelle; mitochondrion; nuclear membrane; nucleus; peroxisomal membrane; peroxisome"	" Peroxisome {ECO:0000269|PubMed:10333503} Note=Isoform 1 is peroxisomal while isoform 4 is not;  Isoform 7: Nucleus {ECO:0000269|PubMed:22227495}"	"overlaps 9"	386	"MITOCHONDRION"	0.4	"DHRS4"	"-"	1	1	4	1	6	18	32	70	58	8	"-"	1	1	1	1	1	10	26	38	42	40	42	NA	1	24	22	30	54	70	NA	1	12	88	NA	1	61	36	NA	1	1	1	NA	1	1	1	1	NA	42	5	53	NA	90	10	NA	1	1	100	NA	1	1	1	99
"HAX1"	"MITOCHONDRION"	NA	NA	NA	"actin cytoskeleton; cytoplasmic vesicle; endoplasmic reticulum; lamellipodium; membrane; mitochondrion; nuclear envelope; sarcoplasmic reticulum; transcription factor complex"	" Mitochondrion Endoplasmic reticulum Nucleus membrane Cytoplasmic vesicle {ECO:0000250} Sarcoplasmic reticulum {ECO:0000250}"	"overlaps 8"	386	"MITOCHONDRION"	0.4	"HAX1"	"-"	1	4	1	4	8	16	34	68	58	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	40	1	1	50	110	NA	1	52	48	NA	35	49	16	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	2	1	98
"NOA1"	"MITOCHONDRION"	"Mitochondria"	NA	"Supportive"	"mitochondrial inner membrane; mitochondrion"	" Mitochondrion inner membrane {ECO:0000269|PubMed:19103604}; Peripheral membrane protein {ECO:0000269|PubMed:19103604}; Matrix side {ECO:0000269|PubMed:19103604}"	"overlaps 4"	386	"MITOCHONDRION"	0.4	"NOA1"	"-"	1	1	4	4	8	18	34	66	56	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	85	9	6	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	24	76	NA	1	1	1	100
"PEX14"	"PEROXISOME"	"Vesicles"	"Nucleoli"	"Supportive"	"integral component of membrane; intracellular; intracellular membrane-bounded organelle; membrane; nucleolus; nucleus; peroxisomal membrane; peroxisome; protein complex"	" Peroxisome membrane {ECO:0000269|PubMed:19197237}; Peripheral membrane protein {ECO:0000269|PubMed:19197237}; Cytoplasmic side {ECO:0000269|PubMed:19197237}"	"overlaps 10"	386	"MITOCHONDRION"	0.4	"PEX14"	"-"	1	1	1	1	6	22	32	66	60	6	"-"	1	1	1	1	18	30	50	24	34	14	26	NA	12	1	114	42	32	1	NA	36	42	22	NA	55	44	1	NA	1	100	1	NA	1	1	1	1	NA	1	43	57	NA	100	1	NA	1	1	100	NA	1	11	1	89
"PEX3"	"PEROXISOME"	"Nucleus but not nucleoli;Vesicles"	NA	"Uncertain"	"cytosol; endoplasmic reticulum; integral component of peroxisomal membrane; intracellular membrane-bounded organelle; membrane; nucleus; peroxisomal membrane; peroxisome; protein complex; protein-lipid complex"	" Peroxisome membrane {ECO:0000269|PubMed:11390669}; Multi-pass membrane protein {ECO:0000269|PubMed:11390669}"	"overlaps 4"	386	"MITOCHONDRION"	0.4	"PEX3"	"-"	4	1	1	1	6	20	32	74	58	6	"-"	1	1	1	1	4	28	34	34	48	14	38	NA	1	1	1	1	1	1	NA	1	94	6	NA	94	4	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"SCP2"	"PEROXISOME"	"Vesicles"	"Nucleus but not nucleoli;Cytoplasm"	"Supportive"	"cytoplasm; extracellular vesicular exosome; intracellular membrane-bounded organelle; membrane; mitochondrion; nucleus; peroxisomal matrix; peroxisome; protein complex"	" Cytoplasm {ECO:0000269|PubMed:17157249} Mitochondrion {ECO:0000269|PubMed:17157249} Note=Cytoplasmic in the liver and also associated with mitochondria especially in steroidogenic tissues;  Isoform SCPx: Peroxisome Note=Interaction with PEX5 is essential for peroxisomal import;  Isoform SCP2: Mitochondrion {ECO:0000305}"	"overlaps 11"	386	"MITOCHONDRION"	0.4	"SCP2"	"-"	4	1	4	4	6	20	34	68	56	1	"-"	1	1	1	1	1	10	12	32	10	74	60	NA	8	1	90	44	46	14	NA	50	3	47	NA	13	81	6	NA	6	12	81	NA	100	1	1	1	NA	73	9	19	NA	99	1	NA	4	11	86	NA	1	3	1	97
"COX7A2"	"MITOCHONDRION"	NA	NA	NA	"extracellular vesicular exosome; mitochondrial respiratory chain"	" Mitochondrion inner membrane"	"overlaps 7"	3	"MITOCHONDRION"	1	"COX7A2"	"-"	1	12	8	4	10	18	36	50	46	16	"-"	1	1	1	1	1	50	76	72	1	1	1	NA	1	1	1	1	1	1	NA	1	90	10	NA	10	69	21	NA	1	35	65	NA	1	1	1	1	NA	1	1	1	NA	48	52	NA	1	81	19	NA	1	1	1	1
"TMEM160"	"MITOCHONDRION"	"Nucleus;Cytoplasm"	"Nuclear membrane"	"Uncertain"	"integral component of membrane; mitochondrion"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 3"	3	"MITOCHONDRION"	1	"TMEM160"	"-"	1	6	8	8	16	16	34	48	40	24	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	69	31	NA	1	1	1	NA	1	42	39	19
"TOMM40"	"MITOCHONDRION"	"Mitochondria"	"Cytoplasm"	"Supportive"	"extracellular vesicular exosome; integral component of membrane; integral component of mitochondrial outer membrane; mitochondrial outer membrane translocase complex; pore complex"	" Mitochondrion outer membrane {ECO:0000269|PubMed:15644312}; Multi-pass membrane protein {ECO:0000269|PubMed:15644312}"	"overlaps 10"	3	"MITOCHONDRION"	1	"TOMM40"	"-"	1	8	10	6	12	20	34	44	46	18	"-"	1	1	1	1	8	18	36	42	74	14	8	NA	1	24	1	4	62	108	NA	1	66	33	NA	21	70	9	NA	1	95	5	NA	1	39	35	26	NA	1	1	1	NA	30	70	NA	1	45	55	NA	1	18	66	17
"GPAM"	"MITOCHONDRION"	NA	NA	NA	"integral component of membrane; mitochondrial inner membrane; mitochondrial outer membrane; plasma membrane"	" Mitochondrion outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 1"	53	"MITOCHONDRION"	1	"GPAM"	"-"	1	14	10	1	14	18	38	54	46	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"MTFR1"	"MITOCHONDRION"	NA	NA	NA	"cytoplasm; mitochondrion; plasma membrane"	" Mitochondrion {ECO:0000250} Note=May be associated with the inner and the outer mitochondrial membrane {ECO:0000250}"	"overlaps 1"	53	"MITOCHONDRION"	1	"MTFR1"	"-"	1	4	6	4	14	16	42	56	46	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"PTGES2"	"MITOCHONDRION"	"Mitochondria"	NA	"Uncertain"	"cytosol; Golgi apparatus; integral component of membrane; mitochondrion; nucleus"	" Golgi apparatus membrane {ECO:0000269|PubMed:12835322}; Single-pass membrane protein {ECO:0000269|PubMed:12835322};  Prostaglandin E synthase 2 truncated form: Cytoplasm perinuclear region Note=Synthesized as a Golgi membrane-bound protein which is further cleaved into the predominant soluble truncated form The truncated form is cytoplasmic and is enriched in the perinuclear region"	"overlaps 11"	53	"MITOCHONDRION"	1	"PTGES2"	"-"	1	6	4	6	16	20	36	58	48	4	"-"	1	1	1	1	10	16	30	42	50	30	22	NA	1	38	1	6	106	50	NA	4	65	31	NA	7	88	5	NA	2	17	81	NA	100	1	1	1	NA	40	5	55	NA	99	1	NA	1	14	86	NA	1	1	1	99
"CBR4"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial matrix"	" Mitochondrion matrix {ECO:0000269|PubMed:19000905 ECO:0000269|PubMed:19571038}"	"overlaps 8"	59	"MITOCHONDRION"	1	"CBR4"	"-"	14	6	4	1	8	10	30	66	52	8	"-"	1	1	1	1	1	1	1	24	88	88	1	NA	1	40	1	1	80	78	NA	1	1	100	NA	5	51	44	NA	1	43	57	NA	1	1	1	1	NA	1	1	1	NA	66	34	NA	1	17	83	NA	1	1	1	1
"GFER"	"MITOCHONDRION"	"Cytoplasm;Mitochondria"	NA	"Supportive"	"cytoplasm; extracellular region; mitochondrion"	" Isoform 1: Mitochondrion intermembrane space;  Isoform 2: Cytoplasm Secreted"	"overlaps 5"	59	"MITOCHONDRION"	1	"GFER"	"-"	12	1	1	4	10	10	24	74	58	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	1	53	44	NA	62	7	31	NA	1	1	1	1	NA	1	1	1	NA	97	3	NA	1	1	1	NA	1	1	1	1
"MRPL32"	"MITOCHONDRION"	NA	NA	NA	"large ribosomal subunit; mitochondrial ribosome"	" Mitochondrion"	"overlaps 5"	59	"MITOCHONDRION"	1	"MRPL32"	"-"	12	4	6	1	8	10	30	68	56	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	86	8	6	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	14	1	86
"CARKD"	"MITOCHONDRION"	"Nucleus;Nucleoli;Cytoplasm"	NA	"Uncertain"	"mitochondrion"	" Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03157}"	"overlaps 5"	76	"MITOCHONDRION"	1	"CARKD"	"-"	14	10	4	4	4	20	46	54	44	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	45	17	38	NA	1	1	1	NA	1	13	87	NA	1	1	1	1	NA	100	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"FAHD1"	"MITOCHONDRION"	"Nucleus;Mitochondria"	NA	"Supportive"	"cytoplasm; cytosol; mitochondrial inner membrane; mitochondrion; nucleus"	" Mitochondrion {ECO:0000269|PubMed:21878618} Cytoplasm cytosol {ECO:0000269|PubMed:21878618}"	"overlaps 9"	76	"MITOCHONDRION"	1	"FAHD1"	"-"	16	8	6	1	6	18	46	54	44	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	78	22	NA	24	65	11	NA	61	16	23	NA	100	1	1	1	NA	20	1	79	NA	98	2	NA	16	2	82	NA	3	1	1	97
"NLN"	"MITOCHONDRION"	"Mitochondria"	NA	"Uncertain"	"mitochondrion; plasma membrane"	" Mitochondrion intermembrane space {ECO:0000250} Cytoplasm {ECO:0000250}"	"overlaps 10"	76	"MITOCHONDRION"	1	"NLN"	"-"	18	6	8	4	8	18	50	46	42	1	"-"	1	1	1	1	1	1	1	56	104	20	20	NA	1	1	1	1	1	1	NA	25	1	75	NA	43	53	4	NA	1	1	99	NA	100	1	1	1	NA	25	1	75	NA	80	20	NA	83	1	17	NA	65	1	1	35
"GLS2"	"MITOCHONDRION"	NA	NA	NA	"mitochondrial matrix; mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:20378837}"	"overlaps 1"	119	"MITOCHONDRION"	1	"GLS2"	"-"	1	6	1	1	6	16	80	54	38	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
