"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Bileck.cyt"	"data_Bileck.Nucl"	"data_non_NUM_space.x"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_non_NUM_space.y"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"
"SMARCD2"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nuclear chromatin; nucleus; protein complex; SWI/SNF complex"	" Nucleus"	"overlaps 3"	417	"NUCLEUS"	1	"SMARCD2"	"-"	28	1	1	1	1	6	24	40	42	54	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"SMARCE1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nBAF complex; npBAF complex; nuclear chromatin; nuclear chromosome; nucleus; protein complex; SWI/SNF complex; transcriptional repressor complex"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267 ECO:0000269|PubMed:12192000}"	"overlaps 3"	417	"NUCLEUS"	1	"SMARCE1"	"-"	10	1	1	1	1	6	16	68	56	44	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"SON"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nuclear speck; nucleus"	" Nucleus speckle {ECO:0000269|PubMed:1424986 ECO:0000269|PubMed:21504830} Note=Colocalizes with the pre-mRNA splicing factor SRSF2"	"overlaps 3"	417	"NUCLEUS"	1	"SON"	"-"	30	1	4	1	1	4	8	32	46	72	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"SPEN"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"extracellular vesicular exosome; nucleus; transcriptional repressor complex"	" Nucleus {ECO:0000269|PubMed:11331609} Note=Associates with chromatin"	"overlaps 3"	417	"NUCLEUS"	1	"SPEN"	"-"	30	1	4	1	1	10	24	44	54	34	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"SUZ12"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"ESC/E(Z) complex; nucleoplasm; nucleus; sex chromatin"	" Nucleus {ECO:0000269|PubMed:15231737}"	"overlaps 3"	417	"NUCLEUS"	1	"SUZ12"	"-"	10	1	1	1	1	6	24	50	50	58	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TAF2"	"NUCLEUS"	"Nucleoli"	"Cell Junctions"	"Uncertain"	"transcription factor TFIID complex; transcription factor TFTC complex"	" Nucleus {ECO:0000269|PubMed:9774672}"	"overlaps 3"	417	"NUCLEUS"	1	"TAF2"	"-"	22	1	4	1	6	1	12	60	52	40	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TAF5"	"NUCLEUS"	"Nucleus"	"Vesicles;Cytoskeleton (Actin filaments)"	"Supportive"	"actin cytoskeleton; intracellular membrane-bounded organelle; nucleoplasm; nucleus; transcription factor TFIID complex; transcription factor TFTC complex"	" Nucleus"	"overlaps 3"	417	"NUCLEUS"	1	"TAF5"	"-"	14	1	1	1	6	1	28	58	42	50	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TAF6"	"NUCLEUS"	"Nucleus"	"Cytoplasm"	"Supportive"	"cytoplasm; MLL1 complex; nucleoplasm; nucleus; transcription factor TFIID complex; transcription factor TFTC complex"	" Nucleus"	"overlaps 3"	417	"NUCLEUS"	1	"TAF6"	"-"	18	1	1	1	1	6	16	56	54	44	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TBL3"	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"nucleolus; nucleus; small-subunit processome"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	417	"NUCLEUS"	1	"TBL3"	"-"	26	1	4	1	4	4	12	44	46	58	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TBP"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; female pronucleus; male pronucleus; nuclear euchromatin; nucleoplasm; transcription factor TFIIA complex; transcription factor TFIID complex"	" Nucleus"	"overlaps 3"	417	"NUCLEUS"	1	"TBP"	"-"	8	1	1	1	4	10	28	60	50	36	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TERF2"	"NUCLEUS"	"Nucleus"	"Cytoplasm"	"Supportive"	"chromosome, telomeric region; cytoplasm; Golgi apparatus; male germ cell nucleus; nuclear telomere cap complex; nucleoplasm; nucleus"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625 ECO:0000269|PubMed:20655466} Chromosome telomere {ECO:0000269|PubMed:20655466} Note=Colocalizes with telomeric DNA in interphase cells and is located at chromosome ends during metaphase"	"overlaps 3"	417	"NUCLEUS"	1	"TERF2"	"-"	4	1	1	1	1	8	12	70	66	38	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"TFIP11"	""	NA	NA	NA	"catalytic step 2 spliceosome; cytoplasm; nuclear speck; proteinaceous extracellular matrix; spliceosomal complex; U2-type post-mRNA release spliceosomal complex"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000250} Note=In the nucleus localizes to unique speckle domains in close proximity to nuclear speckles and not identical to paraspeckles {ECO:0000250}"	"overlaps 3"	417	"NUCLEUS"	1	"TFIP11"	"-"	6	4	4	4	14	20	26	52	50	20	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"TLK2"	"NUCLEUS"	NA	NA	NA	"intermediate filament; nucleolus; nucleus; perinuclear region of cytoplasm"	" Nucleus Cytoplasm perinuclear region Cytoplasm cytoskeleton Note=Colocalizes with the cytoplasmic intermediate filament system during the G1 phase of the cell cycle Present in the perinuclear region at S phase and in the nucleus at late G2"	"overlaps 3"	417	"NUCLEUS"	1	"TLK2"	"-"	34	6	6	1	6	1	6	58	48	30	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TMEM209"	""	NA	NA	NA	"integral component of membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 3"	417	"NUCLEUS"	1	"TMEM209"	"-"	1	1	1	1	8	16	20	68	58	24	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"TOX4"	"NUCLEUS"	"Nucleus"	"Nucleoli;Vesicles"	"Uncertain"	"chromatin; nucleus; PTW/PP1 phosphatase complex"	" Nucleus {ECO:0000305|PubMed:20516061} Note=Associated with chromatin"	"overlaps 3"	417	"NUCLEUS"	1	"TOX4"	"-"	48	1	4	1	1	4	10	32	38	64	"-"	1	100	"-"	1	99	1	"-"	1	100	1
"TRA2A"	"NUCLEUS"	"Nucleoli"	"Vesicles"	"Supportive"	"intracellular membrane-bounded organelle; nucleolus; nucleus"	" Nucleus {ECO:0000269|PubMed:9546399}"	"overlaps 3"	417	"NUCLEUS"	1	"TRA2A"	"-"	56	4	6	1	1	6	6	8	16	96	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"UTP6"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	417	"NUCLEUS"	1	"UTP6"	"-"	24	1	1	1	1	4	12	42	46	66	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"VRK1"	"NUCLEUS"	"Nucleus"	"Cytoplasm"	"Supportive"	"cytoplasm; cytoskeleton; cytosol; Golgi stack; nucleolus; nucleoplasm; nucleus"	" Cytoplasm Nucleus Cytoplasm cytoskeleton spindle {ECO:0000250} Note=Dispersed throughout the cell but not located on mitotic spindle or chromatids during mitosis"	"overlaps 3"	417	"NUCLEUS"	1	"VRK1"	"-"	20	6	6	1	6	12	26	44	44	34	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"WDR3"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"nuclear membrane; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	417	"NUCLEUS"	1	"WDR3"	"-"	24	1	4	1	1	4	10	44	44	62	"-"	1	100	"-"	1	100	1	"-"	1	99	1
"WTAP"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"MIS complex; nuclear membrane; nuclear speck; nucleus"	" Nucleus nucleolus Nucleus speckle"	"overlaps 3"	417	"NUCLEUS"	1	"WTAP"	"-"	72	4	6	1	1	4	8	8	12	86	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"YLPM1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000269|PubMed:17890166} Nucleus speckle {ECO:0000250} Note=Migrates to nucleolar caps upon blockage of transcription"	"overlaps 3"	417	"NUCLEUS"	1	"YLPM1"	"-"	40	8	4	1	1	1	6	8	28	104	"-"	2	98	"-"	1	100	1	"-"	1	100	1
"ZC3H14"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Nucleus speckle {ECO:0000269|PubMed:17630287 ECO:0000269|PubMed:19303045 ECO:0000269|PubMed:24671764};  Isoform 1: Nucleus speckle;  Isoform 3: Nucleus speckle;  Isoform 6: Cytoplasm"	"overlaps 3"	417	"NUCLEUS"	1	"ZC3H14"	"-"	42	1	1	1	1	4	8	14	26	102	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"ZNF512"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000305}"	"overlaps 3"	417	"NUCLEUS"	1	"ZNF512"	"-"	6	1	1	1	1	8	28	48	48	60	"-"	1	100	"-"	1	100	1	"-"	1	100	1
"CHERP"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Uncertain"	"cytoplasm; membrane; perinuclear region of cytoplasm; sarcoplasmic reticulum membrane"	" Cytoplasm {ECO:0000269|PubMed:10794731 ECO:0000269|PubMed:12656674 ECO:0000269|PubMed:8010949} Cytoplasm perinuclear region {ECO:0000269|PubMed:10794731 ECO:0000269|PubMed:12656674 ECO:0000269|PubMed:8010949} Endoplasmic reticulum {ECO:0000269|PubMed:10794731 ECO:0000269|PubMed:12656674 ECO:0000269|PubMed:8010949} Note=Distributed throughout the cytoplasm and also localizes to the perinuclear region of both human erythroleukemia (HEL) cells and Jurkat cells Colocalizes with ITPR1 {ECO:0000269|PubMed:10794731 ECO:0000269|PubMed:12656674 ECO:0000269|PubMed:8010949}"	"overlaps 3"	47	"NUCLEUS"	1	"CHERP"	"-"	44	1	4	1	4	8	12	20	36	66	"-"	1	100	"-"	1	100	1	"-"	4	96	1
"DDX54"	"NUCLEUS"	"Nucleus;Nucleoli;Golgi apparatus"	NA	"Uncertain"	"membrane; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	47	"NUCLEUS"	1	"DDX54"	"-"	54	1	6	1	6	4	8	14	30	72	"-"	1	100	"-"	1	100	1	"-"	2	96	2
"FTSJ3"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus; nucleus; preribosome, small subunit precursor"	" Nucleus nucleolus {ECO:0000255|HAMAP-Rule:MF_03163 ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:22195017}"	"overlaps 3"	47	"NUCLEUS"	1	"FTSJ3"	"-"	50	1	4	1	1	4	6	20	34	74	"-"	1	100	"-"	1	100	1	"-"	4	96	1
"GPATCH4"	""	"Nucleus;Nucleoli"	NA	"Supportive"	NA	NA	"overlaps 3"	47	"NUCLEUS"	1	"GPATCH4"	"-"	54	12	18	4	4	12	12	16	18	50	"-"	1	100	"-"	1	99	1	"-"	3	97	1
"IMP3"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"nucleolus; nucleus; ribonucleoprotein complex"	" Nucleus nucleolus {ECO:0000269|PubMed:12655004}"	"overlaps 3"	47	"NUCLEUS"	1	"IMP3"	"-"	26	1	1	1	1	1	8	34	44	78	"-"	1	100	"-"	1	99	1	"-"	3	97	1
"KIAA0020"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"endoplasmic reticulum; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849 ECO:0000269|Ref6}"	"overlaps 3"	47	"NUCLEUS"	1	"KIAA0020"	"-"	40	1	4	1	4	4	8	24	36	80	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"LMNB2"	"NUCLEUS"	"Nuclear membrane"	NA	"Supportive"	"lamin filament; nuclear inner membrane"	" Nucleus inner membrane; Lipid-anchor; Nucleoplasmic side"	"overlaps 3"	47	"NUCLEUS"	1	"LMNB2"	"-"	1	1	1	1	1	8	28	64	60	32	"-"	1	100	"-"	1	100	1	"-"	3	96	1
"LYAR"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	47	"NUCLEUS"	1	"LYAR"	"-"	60	6	6	1	6	10	8	12	28	62	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"MCM3AP"	"NUCLEUS"	"Nuclear membrane;Cytoplasm"	"Nucleus"	"Supportive"	"cytosol; nuclear pore; nucleus"	" Isoform GANP: Cytoplasm Nucleus envelope Nucleus nuclear pore complex Note=In B-cells nuclear import depends on interaction with AICDA/AID and GANP is selectively targeted to the IgV-region gene {ECO:0000250};  Isoform MCM3AP: Cytoplasm {ECO:0000269|PubMed:11258703} Nucleus nucleoplasm {ECO:0000269|PubMed:11258703} Note=Binding to MCM3 is required for nuclear import associates with chromatin"	"overlaps 3"	47	"NUCLEUS"	1	"MCM3AP"	"-"	12	8	6	1	1	6	10	34	40	82	"-"	1	100	"-"	1	100	1	"-"	4	96	1
"NDNL2"	"NUCLEUS"	NA	NA	NA	"chromosome, telomeric region; cytoplasm; nucleus; Smc5-Smc6 complex"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000269|PubMed:18086888} Chromosome telomere {ECO:0000305|PubMed:18086888}"	"overlaps 3"	47	"NUCLEUS"	1	"NDNL2"	"-"	18	1	1	1	1	10	14	52	52	48	"-"	1	100	"-"	1	100	1	"-"	4	95	1
"NOL6"	"NUCLEUS"	"Nucleus;Nucleoli"	"Mitochondria"	"Supportive"	"condensed nuclear chromosome; mitochondrion; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849} Chromosome {ECO:0000250} Note=Localizes to condensed chromosomes in mitosis {ECO:0000250}"	"overlaps 3"	47	"NUCLEUS"	1	"NOL6"	"-"	26	1	1	1	4	4	12	40	46	66	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"NOL7"	"NUCLEUS"	"Nucleoli"	"Nucleus;Mitochondria"	"Supportive"	"nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:11790298 ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:16205646}"	"overlaps 3"	47	"NUCLEUS"	1	"NOL7"	"-"	28	1	1	1	1	4	14	38	44	66	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"PNN"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; cell-cell junction; cytoplasm; intermediate filament; membrane; nuclear speck; nucleus; plasma membrane"	" Nucleus speckle Cell junction desmosome Note=Cell-cell contact area predominantly desmosome of intercellular adherens junction Not a nucleocytoplasmic shuttling protein"	"overlaps 3"	47	"NUCLEUS"	1	"PNN"	"-"	22	1	4	1	4	6	12	28	40	84	"-"	1	100	"-"	1	100	1	"-"	2	96	2
"PRPF6"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"catalytic step 2 spliceosome; membrane; nucleoplasm; nucleus; spliceosomal complex; U4/U6 snRNP; U4/U6 x U5 tri-snRNP complex; U5 snRNP"	" Nucleus nucleoplasm Nucleus speckle Note=Localized in splicing speckles"	"overlaps 3"	47	"NUCLEUS"	1	"PRPF6"	"-"	50	4	8	1	4	4	6	20	40	62	"-"	1	100	"-"	1	100	1	"-"	3	96	1
"RCL1"	"NUCLEUS"	NA	NA	NA	"nucleolus"	" Nucleus nucleolus {ECO:0000250}"	"overlaps 3"	47	"NUCLEUS"	1	"RCL1"	"-"	20	1	1	1	1	4	10	44	50	64	"-"	1	100	"-"	1	99	1	"-"	3	97	1
"RIF1"	"NUCLEUS"	"Nucleus"	"Plasma membrane"	"Supportive"	"chromosome, telomeric region; cytoplasm; cytoskeleton; female pronucleus; male pronucleus; nucleolus; nucleus; plasma membrane"	" Nucleus Chromosome telomere Cytoplasm cytoskeleton spindle Note=Exhibits ATM- and TP53BP1-dependent localization to uncapped or aberrant telomeres and to DNA double strand breaks (DSBs) Does not associate with normal telomere structures Localizes to microtubules of the midzone of the mitotic spindle during anaphase and to condensed chromosomes in telophase"	"overlaps 3"	47	"NUCLEUS"	1	"RIF1"	"-"	4	1	1	1	1	6	26	66	60	36	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"THOC1"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; intercellular bridge; nucleus; THO complex; THO complex part of transcription export complex; transcription export complex"	" Isoform 1: Nucleus speckle Nucleus nucleoplasm Nucleus matrix Cytoplasm Note=Can shuttle between the nucleus and cytoplasm Nuclear localization is required for induction of apoptotic cell death Translocates to the cytoplasm during the early phase of apoptosis execution;  Isoform 2: Cytoplasm"	"overlaps 3"	47	"NUCLEUS"	1	"THOC1"	"-"	36	1	4	1	1	4	12	34	36	70	"-"	1	100	"-"	1	100	1	"-"	4	95	2
"TRA2B"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000269|PubMed:9212162 ECO:0000269|PubMed:9546399}"	"overlaps 3"	47	"NUCLEUS"	1	"TRA2B"	"-"	52	1	4	1	4	4	6	10	20	96	"-"	1	100	"-"	1	99	1	"-"	4	96	1
"UTP14A"	"NUCLEUS"	NA	NA	NA	"nucleus; small-subunit processome"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	47	"NUCLEUS"	1	"UTP14A"	"-"	28	1	4	1	1	4	10	34	42	76	"-"	1	100	"-"	1	100	1	"-"	4	96	1
"UTP3"	"NUCLEUS"	"Nucleoli"	NA	"Uncertain"	"nucleolus; nucleus"	" Nucleus {ECO:0000250}"	"overlaps 3"	47	"NUCLEUS"	1	"UTP3"	"-"	26	1	4	1	1	4	12	36	44	70	"-"	1	100	"-"	1	100	1	"-"	3	96	1
"WDR18"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nucleus"	" Nucleus nucleoplasm {ECO:0000250} Cytoplasm {ECO:0000250} Note=Mainly found in the nucleoplasm with low levels detected in the cytoplasmic and chromatin fractions {ECO:0000250}"	"overlaps 3"	47	"NUCLEUS"	1	"WDR18"	"-"	56	4	10	4	8	10	8	14	24	62	"-"	1	100	"-"	1	100	1	"-"	4	95	1
"ZC3H18"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nucleus"	" Nucleus {ECO:0000250}"	"overlaps 3"	47	"NUCLEUS"	1	"ZC3H18"	"-"	72	1	6	1	1	1	8	12	14	80	"-"	1	100	"-"	1	100	1	"-"	3	97	1
"ARID1A"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"nBAF complex; npBAF complex; nuclear chromatin; nucleus; SWI/SNF complex"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355 ECO:0000269|PubMed:11318604}"	"overlaps 3"	210	"NUCLEUS"	1	"ARID1A"	"-"	30	1	4	1	1	4	12	46	52	46	"-"	1	100	"-"	1	100	1	"-"	2	98	1
"BCLAF1"	""	"Nucleus"	"Nucleoli"	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Cytoplasm Nucleus"	"overlaps 3"	210	"NUCLEUS"	1	"BCLAF1"	"-"	66	6	10	1	6	8	8	20	28	48	"-"	1	100	"-"	1	100	1	"-"	2	98	1
"CEBPZ"	"NUCLEUS"	"Vesicles"	"Nucleus"	"Uncertain"	"nucleus"	" Nucleus"	"overlaps 3"	210	"NUCLEUS"	1	"CEBPZ"	"-"	32	1	6	1	4	4	6	36	44	64	"-"	1	100	"-"	1	100	1	"-"	1	98	1
"DDX18"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"membrane; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:16963496}"	"overlaps 3"	210	"NUCLEUS"	1	"DDX18"	"-"	40	1	4	1	4	6	8	24	34	76	"-"	1	100	"-"	1	100	1	"-"	2	98	1
"EBNA1BP2"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"membrane; nucleolus; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:19170763 ECO:0000269|PubMed:2879624} Note=Associated with the nucleolus in an RNA-dependent manner"	"overlaps 3"	210	"NUCLEUS"	1	"EBNA1BP2"	"-"	44	1	4	1	4	4	6	26	40	68	"-"	1	100	"-"	1	100	1	"-"	2	97	1
"INTS4"	"NUCLEUS"	"Nucleoli"	NA	"Uncertain"	"integrator complex"	" Nucleus {ECO:0000305}"	"overlaps 3"	210	"NUCLEUS"	1	"INTS4"	"-"	38	1	4	1	1	1	10	40	48	54	"-"	1	100	"-"	1	100	1	"-"	1	97	2
"LMNB1"	"NUCLEUS"	NA	NA	NA	"lamin filament; membrane; nuclear envelope; nuclear inner membrane; nuclear membrane; nucleoplasm"	" Nucleus inner membrane; Lipid-anchor; Nucleoplasmic side"	"overlaps 3"	210	"NUCLEUS"	1	"LMNB1"	"-"	1	1	1	1	4	8	22	64	60	36	"-"	1	100	"-"	1	100	1	"-"	1	98	1
"NAT10"	"NUCLEUS"	NA	NA	NA	"membrane; nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849 ECO:0000269|PubMed:14592445 ECO:0000269|PubMed:19303003} Note=Nucleolar in interphase and redistributes to the perichromosomal layer and to the midbody during telophase"	"overlaps 3"	210	"NUCLEUS"	1	"NAT10"	"-"	32	1	4	1	4	4	10	32	40	72	"-"	1	100	"-"	1	100	1	"-"	1	98	1
"NOP2"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	210	"NUCLEUS"	1	"NOP2"	"-"	42	1	6	1	4	6	8	22	34	76	"-"	1	100	"-"	1	99	1	"-"	2	97	1
"POGZ"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nuclear chromatin; nucleus"	" Nucleus Chromosome Cytoplasm Note=According to some authors it is not localized to mitotic chromatin (PubMed:19244240) Recruited to trimethylated 'Lys-9' of histone H3 (H3K9me3) {ECO:0000269|PubMed:19244240}"	"overlaps 3"	210	"NUCLEUS"	1	"POGZ"	"-"	28	1	4	1	1	4	18	36	38	70	"-"	1	100	"-"	1	100	1	"-"	1	98	1
"POLR1E"	"NUCLEUS"	"Nucleus;Nucleoli"	NA	"Supportive"	"DNA-directed RNA polymerase I complex; nucleolus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	210	"NUCLEUS"	1	"POLR1E"	"-"	42	4	6	1	8	10	10	46	44	28	"-"	1	100	"-"	1	100	1	"-"	1	97	3
"PPAN"	"NUCLEUS"	NA	NA	NA	"nucleus"	" Nucleus nucleolus {ECO:0000269|PubMed:12429849}"	"overlaps 3"	210	"NUCLEUS"	1	"PPAN"	"-"	44	1	4	1	1	6	6	20	38	80	"-"	1	100	"-"	1	100	1	"-"	1	97	3
"RBM14"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"mediator complex; nucleus; ribonucleoprotein complex; transcription factor complex"	" Nucleus Nucleus nucleolus Note=In punctate subnuclear structures often located adjacent to splicing speckles called paraspeckles"	"overlaps 3"	210	"NUCLEUS"	1	"RBM14"	"-"	30	4	6	1	6	8	10	24	40	72	"-"	1	100	"-"	1	100	1	"-"	1	97	2
"SENP1"	""	"Nucleus"	"Focal Adhesions"	"Supportive"	"cytoplasm; focal adhesion; nuclear membrane; nucleoplasm; nucleus"	" Nucleus Cytoplasm Note=Shuttles between cytoplasm and nucleus"	"overlaps 3"	210	"NUCLEUS"	1	"SENP1"	"-"	16	8	6	1	4	6	12	40	40	64	"-"	1	100	"-"	1	100	1	"-"	2	98	1
"SMARCD1"	"NUCLEUS"	"Nucleus but not nucleoli"	"Vesicles"	"Uncertain"	"nBAF complex; npBAF complex; SWI/SNF complex"	" Nucleus {ECO:0000269|PubMed:8804307 ECO:0000305}"	"overlaps 3"	210	"NUCLEUS"	1	"SMARCD1"	"-"	20	1	1	1	1	6	22	52	50	50	"-"	1	100	"-"	1	100	1	"-"	2	98	1
"THOC2"	"NUCLEUS"	NA	NA	NA	"THO complex; THO complex part of transcription export complex; transcription export complex"	" Nucleus {ECO:0000305} Nucleus speckle {ECO:0000305}"	"overlaps 3"	210	"NUCLEUS"	1	"THOC2"	"-"	26	1	1	1	1	6	16	40	44	60	"-"	1	100	"-"	1	99	1	"-"	2	98	1
"ZNF638"	"NUCLEUS"	"Nucleus but not nucleoli"	"Vesicles"	"Supportive"	"cytoplasm; intracellular membrane-bounded organelle; nucleoplasm; nucleus"	" Nucleus speckle {ECO:0000255|PROSITE-ProRule:PRU00130 ECO:0000269|PubMed:11813260 ECO:0000269|PubMed:8647861}"	"overlaps 3"	210	"NUCLEUS"	1	"ZNF638"	"-"	36	1	6	1	4	6	16	44	42	42	"-"	1	100	"-"	1	100	1	"-"	1	98	2
"CCNK"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cyclin K-CDK12 complex; cyclin K-CDK13 complex; nucleus"	" Nucleus {ECO:0000269|PubMed:22012619}"	"overlaps 3"	7	"NUCLEUS"	1	"CCNK"	"-"	64	6	12	1	6	10	8	8	18	66	"-"	3	97	"-"	1	100	1	"-"	2	98	1
"EED"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"cytoplasm; ESC/E(Z) complex; nucleoplasm; nucleus; pronucleus; sex chromatin"	" Nucleus Chromosome Note=Transiently colocalizes with XIST at inactive X chromosomes"	"overlaps 3"	7	"NUCLEUS"	1	"EED"	"-"	18	1	4	1	4	8	18	56	52	40	"-"	3	97	"-"	1	99	1	"-"	1	99	1
"EP400"	"NUCLEUS"	"Nucleus"	NA	"Supportive"	"NuA4 histone acetyltransferase complex; nuclear speck; nucleoplasm; Swr1 complex"	" Nucleus {ECO:0000255|PROSITE-ProRule:PRU00549}"	"overlaps 3"	7	"NUCLEUS"	1	"EP400"	"-"	6	1	4	1	1	4	16	62	58	46	"-"	6	94	"-"	1	100	1	"-"	1	100	1
"KRI1"	"NUCLEUS"	"Nucleoli"	NA	"Supportive"	"nucleolus"	NA	"overlaps 3"	7	"NUCLEUS"	1	"KRI1"	"-"	62	4	4	1	6	4	6	16	16	78	"-"	3	97	"-"	1	100	1	"-"	1	100	1
